book,alpha,scope,sleeves,cost_multiple,window,cagr,max_drawdown,utility,vol,n_days,n_fills,fees_tax_sum,turnover_per_year,mean_e45_exposure,exact_t1_ok
BLEND_E45_A05,0.05,ALL,,1,heldout_2019_plus,0.1724320147835161,-0.21840933817863817,0.06322734569419702,0.14401385009266165,1856,6175,400183.75862767885,2.233277734222544,0.9953398647195717,True
BLEND_E45_A05,0.05,ALL,,1,sealed_2023_plus,0.2346963910554447,-0.11308673030842753,0.17815302590123094,0.15541388862284303,879,6175,400183.75862767885,2.233277734222544,0.9953398647195717,True
BLEND_E45_A05,0.05,ALL,,1,full,0.13365973293663336,-0.21840933817863817,0.024455063847314273,0.12820091869049402,3351,6175,400183.75862767885,2.233277734222544,0.9953398647195717,True
BLEND_E45_A05,0.05,ALL,,2,heldout_2019_plus,0.1666225186261947,-0.2195895397377089,0.05682774875734026,0.14438830531421548,1856,6158,763092.3348075293,2.225674480040662,0.9953398647195717,True
BLEND_E45_A05,0.05,ALL,,2,sealed_2023_plus,0.227777228692859,-0.11765085965436062,0.16895179886567868,0.1560277349358653,879,6158,763092.3348075293,2.225674480040662,0.9953398647195717,True
BLEND_E45_A05,0.05,ALL,,2,full,0.12747059071537215,-0.219589539737709,0.017675820846517643,0.12845945850758175,3351,6158,763092.3348075293,2.225674480040662,0.9953398647195717,True
BLEND_E45_A05,0.05,ALL,,3,heldout_2019_plus,0.1608044517377505,-0.22125479241404267,0.05017705553072915,0.1447059478955133,1856,6132,1090070.964962673,2.215592797383246,0.9953398647195717,True
BLEND_E45_A05,0.05,ALL,,3,sealed_2023_plus,0.2201710095388436,-0.12199725724913768,0.15917238091427477,0.1564607940757125,879,6132,1090070.964962673,2.215592797383246,0.9953398647195717,True
BLEND_E45_A05,0.05,ALL,,3,full,0.12127825872562359,-0.22125479241404278,0.0106508625186022,0.12866666820621284,3351,6132,1090070.964962673,2.215592797383246,0.9953398647195717,True
FIN_ONLY_A05,0.05,FIN_ONLY,Financial,0,heldout_2019_plus,0.1800933741964843,-0.21780061993226874,0.07119306423034993,0.14439376617899186,1856,6161,0.0,2.227064995100268,0.9953398647195717,True
FIN_ONLY_A05,0.05,FIN_ONLY,Financial,0,sealed_2023_plus,0.24447290574891212,-0.11248831416335603,0.1882287486672341,0.15600524677756095,879,6161,0.0,2.227064995100268,0.9953398647195717,True
FIN_ONLY_A05,0.05,FIN_ONLY,Financial,0,full,0.14069511118276146,-0.21780061993226874,0.03179480121662709,0.12855949266355327,3351,6161,0.0,2.227064995100268,0.9953398647195717,True
FIN_ONLY_A05,0.05,FIN_ONLY,Financial,1,heldout_2019_plus,0.1744176046794157,-0.2190122639068831,0.06491147272597414,0.14480755606706927,1856,6105,397541.57021842874,2.217004591466903,0.9953398647195717,True
FIN_ONLY_A05,0.05,FIN_ONLY,Financial,1,sealed_2023_plus,0.23749533889900754,-0.11727579270866828,0.1788574425446734,0.1566673807053173,879,6105,397541.57021842874,2.217004591466903,0.9953398647195717,True
FIN_ONLY_A05,0.05,FIN_ONLY,Financial,1,full,0.13453413461432473,-0.219012263906883,0.02502800266088323,0.1288473113152628,3351,6105,397541.57021842874,2.217004591466903,0.9953398647195717,True
FIN_ONLY_A05,0.05,FIN_ONLY,Financial,2,heldout_2019_plus,0.16831529629002917,-0.2204265332099835,0.058102029685037415,0.14508623715164573,1856,6137,760834.4190218586,2.219860196671922,0.9953398647195717,True
FIN_ONLY_A05,0.05,FIN_ONLY,Financial,2,sealed_2023_plus,0.23002094050045674,-0.12124995458823906,0.1693959632063372,0.15708999752072003,879,6137,760834.4190218586,2.219860196671922,0.9953398647195717,True
FIN_ONLY_A05,0.05,FIN_ONLY,Financial,2,full,0.1281816517502523,-0.22042653320998362,0.0179683851452605,0.1290343062244159,3351,6137,760834.4190218586,2.219860196671922,0.9953398647195717,True
FIN_ONLY_A05,0.05,FIN_ONLY,Financial,3,heldout_2019_plus,0.1627081599581286,-0.22195393925639828,0.051731190329929455,0.1456329162035299,1856,6119,1087894.7003664807,2.2116948405966315,0.9953398647195717,True
FIN_ONLY_A05,0.05,FIN_ONLY,Financial,3,sealed_2023_plus,0.22327963655307626,-0.12631479872370066,0.16012223719122592,0.15798003418641351,879,6119,1087894.7003664807,2.2116948405966315,0.9953398647195717,True
FIN_ONLY_A05,0.05,FIN_ONLY,Financial,3,full,0.1221236135143291,-0.22195393925639817,0.011146643886130014,0.12941119819421512,3351,6119,1087894.7003664807,2.2116948405966315,0.9953398647195717,True
SLEEVE_FIN_ONLY_A10,0.1,FIN_ONLY,Financial,0,heldout_2019_plus,0.17554478994959566,-0.21557587762119024,0.06775685113900054,0.1419286618566708,1856,6221,0.0,2.273504523631205,0.9906797294391435,True
SLEEVE_FIN_ONLY_A10,0.1,FIN_ONLY,Financial,0,sealed_2023_plus,0.23826298955566005,-0.10287691470600402,0.18682453220265804,0.15253593700888357,879,6221,0.0,2.273504523631205,0.9906797294391435,True
SLEEVE_FIN_ONLY_A10,0.1,FIN_ONLY,Financial,0,full,0.1386359084058857,-0.21557587762119035,0.030847969595290514,0.12657154141525856,3351,6221,0.0,2.273504523631205,0.9906797294391435,True
SLEEVE_FIN_ONLY_A10,0.1,FIN_ONLY,Financial,1,heldout_2019_plus,0.16950506384767983,-0.21631369757721874,0.061348215059070454,0.1421564301688598,1856,6231,405612.14461244736,2.265940532357012,0.9906797294391435,True
SLEEVE_FIN_ONLY_A10,0.1,FIN_ONLY,Financial,1,sealed_2023_plus,0.2308759270765437,-0.10668667532308351,0.17753258941500194,0.152890780851977,879,6231,405612.14461244736,2.265940532357012,0.9906797294391435,True
SLEEVE_FIN_ONLY_A10,0.1,FIN_ONLY,Financial,1,full,0.1322897123616964,-0.21631369757721863,0.024132863573087082,0.12671460833615547,3351,6231,405612.14461244736,2.265940532357012,0.9906797294391435,True
SLEEVE_FIN_ONLY_A10,0.1,FIN_ONLY,Financial,2,heldout_2019_plus,0.16338992306149502,-0.21731457010859734,0.054732638007196355,0.14237730592799724,1856,6176,772298.401499703,2.2583892035879405,0.9906797294391435,True
SLEEVE_FIN_ONLY_A10,0.1,FIN_ONLY,Financial,2,sealed_2023_plus,0.22333481257167853,-0.11046840688359183,0.16810060912988262,0.1532450816188118,879,6176,772298.401499703,2.2583892035879405,0.9906797294391435,True
SLEEVE_FIN_ONLY_A10,0.1,FIN_ONLY,Financial,2,full,0.12586712657279775,-0.21731457010859723,0.017209841518499136,0.1268603581290059,3351,6176,772298.401499703,2.2583892035879405,0.9906797294391435,True
SLEEVE_FIN_ONLY_A10,0.1,FIN_ONLY,Financial,3,heldout_2019_plus,0.15737435913779563,-0.21848920658458648,0.04812975584550239,0.14262895810933304,1856,6187,1106138.437127895,2.2557920286839734,0.9906797294391435,True
SLEEVE_FIN_ONLY_A10,0.1,FIN_ONLY,Financial,3,sealed_2023_plus,0.21610422410288366,-0.11411031361615487,0.15904906729480622,0.15360616849830333,879,6187,1106138.437127895,2.2557920286839734,0.9906797294391435,True
SLEEVE_FIN_ONLY_A10,0.1,FIN_ONLY,Financial,3,full,0.11954547050418252,-0.21848920658458648,0.010300867211889275,0.12703634068177902,3351,6187,1106138.437127895,2.2557920286839734,0.9906797294391435,True
FIN_0050_A05,0.05,FIN_0050,"Financial,0050",0,heldout_2019_plus,0.17917894731788575,-0.21755912064327376,0.07039938699624887,0.14395848535728034,1856,6148,0.0,2.2295362107934493,0.9953398647195717,True
FIN_0050_A05,0.05,FIN_0050,"Financial,0050",0,sealed_2023_plus,0.24330431144292608,-0.11035307244680403,0.18812777521952406,0.1552998815686361,879,6148,0.0,2.2295362107934493,0.9953398647195717,True
FIN_0050_A05,0.05,FIN_0050,"Financial,0050",0,full,0.14023742770133762,-0.21755912064327387,0.03145786737970069,0.12822268434377312,3351,6148,0.0,2.2295362107934493,0.9953398647195717,True
FIN_0050_A05,0.05,FIN_0050,"Financial,0050",1,heldout_2019_plus,0.17351369418347784,-0.218836774582145,0.06409530689240533,0.14437759065182812,1856,6115,398095.6156074076,2.2201527929329408,0.9953398647195717,True
FIN_0050_A05,0.05,FIN_0050,"Financial,0050",1,sealed_2023_plus,0.23616702856170835,-0.11505788134621875,0.17863808788859897,0.1559357365190847,879,6115,398095.6156074076,2.2201527929329408,0.9953398647195717,True
FIN_0050_A05,0.05,FIN_0050,"Financial,0050",1,full,0.13411240096972143,-0.21883677458214512,0.024694013678648874,0.12852762959686698,3351,6115,398095.6156074076,2.2201527929329408,0.9953398647195717,True
FIN_0050_A05,0.05,FIN_0050,"Financial,0050",2,heldout_2019_plus,0.16782472283181926,-0.22022740610460512,0.057711019779516703,0.14476509137503815,1856,6103,760999.1902930286,2.2193139632091574,0.9953398647195717,True
FIN_0050_A05,0.05,FIN_0050,"Financial,0050",2,sealed_2023_plus,0.2293296462680141,-0.11970248706538167,0.16947840273532327,0.15654792089467787,879,6103,760999.1902930286,2.2193139632091574,0.9953398647195717,True
FIN_0050_A05,0.05,FIN_0050,"Financial,0050",2,full,0.127962598379328,-0.220227406104605,0.017848895327025494,0.1288019798611475,3351,6103,760999.1902930286,2.2193139632091574,0.9953398647195717,True
FIN_0050_A05,0.05,FIN_0050,"Financial,0050",3,heldout_2019_plus,0.16211409016905542,-0.22171860244471453,0.05125478894669816,0.14520619523062472,1856,6097,1089016.8332040422,2.2140333802198784,0.9953398647195717,True
FIN_0050_A05,0.05,FIN_0050,"Financial,0050",3,sealed_2023_plus,0.222423445947749,-0.12447945017638429,0.16018372085955684,0.15725317774125316,879,6097,1089016.8332040422,2.2140333802198784,0.9953398647195717,True
FIN_0050_A05,0.05,FIN_0050,"Financial,0050",3,full,0.12182710772140926,-0.2217186024447143,0.010967806499052102,0.12909742085882178,3351,6097,1089016.8332040422,2.2140333802198784,0.9953398647195717,True
