date,nav_base,nav_kd_mix_l50
2013-09-10,541608963.2636443,541912434.2727082
2013-09-11,542531598.7636443,542905225.7727082
2013-09-12,544424909.7636443,544759525.7727082
2013-09-13,543350409.2636443,543649034.2727082
2013-09-14,541173123.7636443,541467442.7727082
2013-09-16,547890294.7636443,548114425.7727082
2013-09-17,549025634.5136443,549208080.0227082
2013-09-18,546945149.0136443,547096788.5227082
2013-09-23,555242915.5136443,555314046.5227082
2013-09-24,555096575.7636443,555155592.2727082
2013-09-25,555587869.37878,555655900.6174339
2013-09-26,546455185.37878,546606617.6174339
2013-09-27,551467213.0800761,551537303.2680669
2013-09-30,545058250.0800761,545132203.7680669
2013-10-01,546104053.8300761,546143924.5180669
2013-10-02,543369541.5800761,543513778.7680669
2013-10-03,555138728.3300761,555225415.5180669
2013-10-04,556372945.8300761,556417190.5180669
2013-10-07,555805578.3300761,555839265.5180669
2013-10-08,559320597.0800761,559334186.2680669
2013-10-09,557173885.5800761,557136794.7680669
2013-10-11,557595686.0800761,557608136.2680669
2013-10-14,555394324.3370191,555377783.0332758
2013-10-15,559801608.5870191,559736028.7832758
2013-10-16,557783632.0870191,557714887.2832758
2013-10-17,557327981.532885,557333694.2291417
2013-10-18,558467481.532885,558433444.2291417
2013-10-21,555190230.3161273,555269125.0114931
2013-10-22,554403418.0661273,554467379.2614931
2013-10-23,555191450.5661273,555218604.2614931
2013-10-24,556845020.0661273,556855879.2614931
2013-10-25,553060097.5661273,553045787.7614931
2013-10-28,557878800.5661273,557786554.2614931
2013-10-29,555286227.8161273,555333200.0114931
2013-10-30,559150468.5661273,559144570.7614931
2013-10-31,560749977.0661273,560673745.7614931
2013-11-01,556300745.3161273,556318725.0114931
2013-11-04,551054604.0661273,551128912.7614931
2013-11-05,548388990.8161273,548446750.5114931
2013-11-06,548464212.0661273,548578096.2614931
2013-11-07,545392686.5661273,545501188.2614931
2013-11-08,546787520.172233,546906721.521926
2013-11-11,542448375.672233,542641430.021926
2013-11-12,545487265.672233,545574946.521926
2013-11-13,539278480.922233,539404909.271926
2013-11-14,539489780.922233,539616359.271926
2013-11-15,541179904.672233,541399096.521926
2013-11-18,541948105.172233,542159771.521926
2013-11-19,543147101.922233,543376492.271926
2013-11-20,541664796.922233,541772675.771926
2013-11-21,535724824.67223305,535862297.02192605
2013-11-22,539954829.672233,540053913.521926
2013-11-25,547134032.922233,547246842.271926
2013-11-26,546950157.172233,546962321.521926
2013-11-27,548200271.422233,548240717.271926
2013-11-28,551635191.922233,551675008.771926
2013-11-29,553013491.922233,553000308.771926
2013-12-02,552245583.422233,552262983.771926
2013-12-03,549937910.172233,549979188.021926
2013-12-04,551741089.172233,551843754.521926
2013-12-05,549827777.672233,549865963.021926
2013-12-06,546775500.672233,546858446.521926
2013-12-09,553507856.672233,553554829.521926
2013-12-10,556153812.422233,556139900.271926
2013-12-11,558275479.922233,558179125.271926
2013-12-12,552204860.172233,552126338.021926
2013-12-13,555764789.172233,555654554.521926
2013-12-16,551978592.672233,551849063.021926
2013-12-17,550743462.922233,550655192.271926
2013-12-18,550907258.922233,550894342.271926
2013-12-19,552343606.672233,552430179.521926
2013-12-20,550548369.172233,550648504.521926
2013-12-23,551775565.0821134,551750495.809506
2013-12-24,551446815.0821134,551435045.809506
2013-12-25,553201888.3321134,553192991.559506
2013-12-26,554203257.5821134,554215203.809506
2013-12-27,556145275.5821134,556190970.309506
2013-12-30,562257297.0821134,562335094.809506
2013-12-31,560451737.8321134,560534315.559506
2014-01-02,561035051.5821134,561069319.809506
2014-01-03,555623535.8321134,555644516.059506
2014-01-06,553718850.8321134,553785016.059506
2014-01-07,552602288.5821134,552693420.309506
2014-01-08,553479488.5821134,553530720.309506
2014-01-09,553871005.3321134,554008791.059506
2014-01-10,554109231.3321134,554253541.059506
2014-01-13,556010414.8321134,556159482.559506
2014-01-14,556607413.5821134,556742786.809506
2014-01-15,557647165.8607166,557754255.3453709
2014-01-16,558075601.4848286,558170030.1566124
2014-01-17,557292380.7348286,557402859.4066124
2014-01-20,558544577.4848286,558645630.1566124
2014-01-21,556187045.7348286,556302709.4066124
2014-01-22,558668994.9848286,558767255.1566124
2014-01-23,555968897.2348286,556047717.9066124
2014-01-24,558318783.2348286,558478250.9066124
2014-01-27,550155767.7348286,550299476.4066124
2014-02-05,538660167.2348286,538788935.4066124
2014-02-06,539467565.7348286,539606726.9066124
2014-02-07,542974062.9848286,543043672.6566124
2014-02-10,542577688.9848286,542693572.6566124
2014-02-11,543097838.9848286,543200772.6566124
2014-02-12,547306473.7348286,547463359.9066124
2014-02-13,545140410.9848286,545285872.6566124
2014-02-14,548078776.2348286,548281334.9066124
2014-02-17,547882638.4848286,548126730.6566124
2014-02-18,551833779.7348286,552074492.9066124
2014-02-19,551658347.2348286,551936317.9066124
2014-02-20,546942638.4848286,547226330.6566124
2014-02-21,553421759.4848286,553648213.6566124
2014-02-24,551166771.2348286,551438117.9066124
2014-02-25,549312909.7348286,549547176.4066124
2014-02-26,549119041.7348286,549280059.9066124
2014-02-27,552341636.4848286,552528130.6566124
2014-03-03,547160950.2348286,547397034.9066124
2014-03-04,544205319.9848286,544445822.6566124
2014-03-05,545694649.7348286,545948043.4066124
2014-03-06,550474203.2348286,550753101.4066124
2014-03-07,553558501.8921689,553771774.5639528
2014-03-10,549530398.8921689,549794808.0639528
2014-03-11,547324237.3921689,547591516.5639528
2014-03-12,547902990.3921689,548237933.0639528
2014-03-13,546274912.1415277,546646768.5042322
2014-03-14,543622782.3915277,544034347.7542322
2014-03-17,544776148.6415277,545171027.0042322
2014-03-18,546718288.1415277,547069218.5042322
2014-03-19,544485561.6415277,544846777.0042322
2014-03-20,539249832.6415277,539667960.5042322
2014-03-21,538805543.1415277,539285335.5042322
2014-03-24,540837594.1415277,541319952.0042322
2014-03-25,542105085.1415277,542546902.0042322
2014-03-26,543815073.3915277,544252697.7542322
2014-03-27,542111617.1415277,542507835.5042322
2014-03-28,547091488.1415277,547470018.5042322
2014-03-31,550483258.1415277,550842035.0042322
2014-04-01,551248619.1415277,551662685.0042322
2014-04-02,549428617.8915277,549864855.7542322
2014-04-03,550952558.6415277,551401876.5042322
2014-04-07,549291906.1415277,549762151.5042322
2014-04-08,551836489.8915277,552261605.7542322
2014-04-09,553438339.8915277,553797355.7542322
2014-04-10,555635050.8915277,555955655.7542322
2014-04-11,554965657.3915277,555282430.7542322
2014-04-14,554280243.6415277,554631976.5042322
2014-04-15,552613986.8915277,552918789.2542322
2014-04-16,551196986.3915277,551492047.7542322
2014-04-17,553830465.3915277,554133314.2542322
2014-04-18,554547023.8915277,554846389.2542322
2014-04-21,552477805.8915277,552783472.7542322
2014-04-22,552074361.1415277,552402752.0042322
2014-04-23,550612196.8915277,550939306.2542322
2014-04-24,551789059.1415277,552091402.0042322
2014-04-25,544994392.1859827,545379047.6107925
2014-04-28,546103773.1859827,546501814.1107925
2014-04-29,548585602.1859827,549018430.6107925
2014-04-30,543867416.9359827,544223601.8607925
2014-05-02,548835712.7103357,549217875.5763465
2014-05-05,547127118.0465155,547545449.4125262
2014-05-06,550305955.5874346,550656275.3974708
2014-05-07,550558300.3374346,550885746.1474708
2014-05-08,553070385.8374346,553428737.6474708
2014-05-09,551848973.5874346,552218541.8974708
2014-05-12,548553997.0874346,548960750.3974708
2014-05-13,549719898.3374346,550060146.1474708
2014-05-14,552668328.8374346,552993221.1474708
2014-05-15,553378871.8374346,553631054.6474708
2014-05-16,554001291.0874346,554301166.8974708
2014-05-19,554454661.8374346,554765587.6474708
2014-05-20,553263906.5874346,553616491.8974708
2014-05-21,551622517.8374346,552002521.1474708
2014-05-22,558088231.8374346,558394087.6474708
2014-05-23,560856973.8374346,561095604.1474708
2014-05-26,561583051.3546742,561771266.1963649
2014-05-27,563803315.2511132,563980913.9840609
2014-05-28,569907346.9804322,570041327.5355939
2014-05-29,569217140.4768336,569393969.0639371
2014-05-30,574368485.8485444,574422213.1288294
2014-06-03,574081602.9086087,574216866.5272824
2014-06-04,571062094.754362,571236366.5872312
2014-06-05,571162928.0065274,571290063.7764877
2014-06-06,572058771.5065274,572181488.7764877
2014-06-09,572555630.0065274,572689413.7764877
2014-06-10,577018092.8373175,577153892.5639278
2014-06-11,575699163.0873175,575847221.8139278
2014-06-12,576304085.8373175,576402076.0639278
2014-06-13,576583291.5873175,576711046.8139278
2014-06-16,576361132.5873175,576511746.8139278
2014-06-17,577658195.5873175,577833546.8139278
2014-06-18,578211695.5873175,578378496.8139278
2014-06-19,578192038.3373175,578373617.5639278
2014-06-20,574599706.0054026,574876067.0795041
2014-06-23,577153091.5324757,577403644.9382793
2014-06-24,579991577.0324757,580224686.4382793
2014-06-25,581597976.2824757,581830132.1882793
2014-06-26,584855375.5324757,585069077.9382793
2014-06-27,585290220.7824757,585583490.1882793
2014-06-30,586089064.2824757,586395165.1882793
2014-07-01,587309188.2824757,587581665.1882793
2014-07-02,588219956.2824757,588557031.6882793
2014-07-03,585043897.5324757,585389244.4382793
2014-07-04,585579141.0324757,585919819.4382793
2014-07-07,584142893.2824757,584431382.1882793
2014-07-08,589691005.7824757,589933940.1882793
2014-07-09,590626720.0324757,590901535.9382793
2014-07-10,595737508.0324757,596033768.9382793
2014-07-11,591965068.0324757,592273902.4382793
2014-07-14,594593341.7824757,594944239.6882793
2014-07-15,601159433.0324757,601417851.9382793
2014-07-16,598960837.0324757,599242551.9382793
2014-07-17,601336273.3324757,601669224.2382793
2014-07-18,600895348.8324757,601194032.7382793
2014-07-21,601078938.3324757,601418474.2382793
2014-07-22,604896322.5824757,605202069.9882793
2014-07-24,608107115.0824757,608441727.9882793
2014-07-25,609935444.0824757,610265444.4882793
2014-07-28,617499908.0174394,618003489.1608977
2014-07-29,612606000.7674394,613021793.9108977
2014-07-30,616526329.0174394,616975606.1608977
2014-07-31,611877518.2674394,612288718.9108977
2014-08-01,606292078.6123558,607008356.6734179
2014-08-04,604426039.0155855,604924265.4332772
2014-08-05,590247653.9794035,590756767.3130842
2014-08-06,598207423.5714515,598442828.1225672
2014-08-07,600227258.5714515,600348728.1225672
2014-08-08,597383598.8714516,597526288.2225672
2014-08-11,601447928.7714516,601602843.0225673
2014-08-12,599287447.9714515,599421295.6725672
2014-08-13,605752574.3714516,605888435.4725672
2014-08-14,605996306.1714516,606271214.3225672
2014-08-15,603800800.085047,604091612.6889127
2014-08-18,600961585.685047,601094582.8889128
2014-08-19,609355666.485047,609415982.4389127
2014-08-20,615999796.285047,615989100.2889128
2014-08-21,620939831.285047,620758878.9889128
2014-08-22,630522427.085047,630477993.0389128
2014-08-25,628562266.285047,628591142.2889128
2014-08-26,627611752.485047,627515972.1889127
2014-08-27,631157450.8850471,630977284.8389128
2014-08-28,628555384.60891,628542515.3543983
2014-08-29,621450814.5117341,621390916.6201878
2014-09-01,626363553.617804,626474979.6262575
2014-09-02,620739032.3066761,621054625.4651297
2014-09-03,628670115.9066762,629070205.5651296
2014-09-04,628129686.1066761,628510523.8651297
2014-09-05,624371003.5066761,624922668.6651297
2014-09-09,625852025.3066761,626527266.0151297
2014-09-10,623288431.9066762,623989360.0651296
2014-09-11,623090536.1066761,623894116.7651297
2014-09-12,620402858.3066761,620978279.5151297
2014-09-15,619326749.906676,619730466.1151297
2014-09-16,611764877.3066761,612230532.6151297
2014-09-17,615714225.1066761,616308541.1151297
2014-09-18,618002018.5066761,618553847.0651296
2014-09-19,617702531.1066761,618180288.1151297
2014-09-22,613245116.3066761,613756927.7151297
2014-09-23,611471686.9066762,611992646.0151297
2014-09-24,612471942.9066762,612909943.0151297
2014-09-25,608205594.9066762,608706230.3651297
2014-09-26,606764539.8122681,607210287.556241
2014-09-29,602188690.2294213,602777537.6231056
2014-09-30,601303715.9577111,601857130.1908355
2014-10-01,598952685.6537756,599666536.0635122
2014-10-02,595011328.0376664,595957460.1792953
2014-10-03,606110831.0376664,606894515.6792953
2014-10-06,600625904.0376666,601427171.3292954
2014-10-07,600021082.4376664,600954762.7292954
2014-10-08,601358818.0376664,602262988.4792954
2014-10-09,605705318.2654074,606368037.7163796
2014-10-13,593044814.1959367,593796505.5969088
2014-10-14,595178809.966047,596012571.4063344
2014-10-15,590251341.2567955,591110423.1846823
2014-10-16,588202513.8192915,589060597.8046496
2014-10-17,587094445.0503427,587801558.8147742
2014-10-20,589779392.1288816,590590607.4463204
2014-10-21,590272002.1967336,590995295.1895074
2014-10-22,591854893.9967337,592753606.6895074
2014-10-23,593988900.6714153,594917309.6141891
2014-10-24,593917880.6714153,594798445.4641892
2014-10-27,596643719.4714154,597372344.7141892
2014-10-28,601465115.4714154,602130870.0141891
2014-10-29,606292722.8714154,606875850.2141892
2014-10-30,606676252.8714154,607471478.9641892
2014-10-31,610452188.2714154,611071107.6641891
2014-11-03,607981438.6714153,608640357.6641891
2014-11-04,607351726.1328169,607996899.9691663
2014-11-05,606488565.0665259,607051802.6644942
2014-11-06,604406907.6023357,604899701.7070768
2014-11-07,600731743.8364938,601338156.7912351
2014-11-10,610107625.6802558,610700839.3778945
2014-11-11,608415011.0900693,609063564.6741636
2014-11-12,602032760.9468793,602510241.6244417
2014-11-13,605237861.7468792,605884920.6744417
2014-11-14,605786308.7345961,606529151.3621587
2014-11-17,599968146.7345961,600894064.4621587
2014-11-18,603334228.7885689,604276246.2412808
2014-11-19,607230353.6268505,608199471.4191018
2014-11-20,608889625.5976198,609899153.6170249
2014-11-21,607401087.9180485,608371466.701285
2014-11-24,608314685.4350921,609329093.8967607
2014-11-25,604629466.7825085,605504729.7294643
2014-11-26,604354337.3959594,605317073.1665442
2014-11-27,606977106.4061021,607892282.3654473
2014-11-28,608974584.1740326,609798382.2565768
2014-12-01,598761307.0802635,599714292.9422953
2014-12-02,590896502.6802635,592015040.3922954
2014-12-03,595695577.2179394,596933204.0531185
2014-12-04,602551611.0179393,603713188.3031185
2014-12-05,600398059.4179394,601415059.2531185
2014-12-08,599773504.6179394,600934298.4031185
2014-12-09,600211623.4179394,601227733.5031185
2014-12-10,593750513.2179394,594983529.8031185
2014-12-11,590374560.1020118,591488152.6656891
2014-12-12,591040073.6199875,592229956.425691
2014-12-15,588099979.5525842,589331501.1057036
2014-12-16,589594842.3727579,590746933.50508
2014-12-17,583803452.2810589,584856196.4734212
2014-12-18,588071223.4024292,589235900.6387254
2014-12-19,594886605.0024292,596066501.6887254
2014-12-22,595057605.0024292,596201701.6887254
2014-12-23,594461419.5747674,595564984.8181245
2014-12-24,599031497.4872307,600021367.4830376
2014-12-25,597544255.6015654,598526009.2262977
2014-12-26,599688531.7680866,600736300.2658789
2014-12-27,597719188.7237068,598786582.5132319
2014-12-29,601559899.9944043,602560106.8445941
2014-12-30,602051913.570423,603132053.4438117
2014-12-31,605057294.0017447,606059515.0251334
2015-01-05,599567723.3068149,600696172.3534024
2015-01-06,588511372.9068148,589646344.5034024
2015-01-07,586828837.6865796,588031063.930446
2015-01-08,595444501.0074952,596770652.2108711
2015-01-09,596727489.8074951,598030701.4608711
2015-01-12,595626351.5173247,596820132.0544662
2015-01-13,601748550.4324329,602962473.8494829
2015-01-14,595355089.0391848,596492465.6745839
2015-01-15,592635519.1269394,593791674.8338691
2015-01-16,592603758.1065323,593784962.0731597
2015-01-19,594984367.3065324,596175575.4731598
2015-01-20,594013328.5065324,595228326.2231598
2015-01-21,599798592.3182578,600974638.7238357
2015-01-22,602437686.1182578,603533294.6738358
2015-01-23,606707263.5182577,607815239.0238358
2015-01-26,606594274.7182578,607691089.7738358
2015-01-27,608852054.1182578,609923221.4738357
2015-01-28,607001896.7182578,608115691.2738357
2015-01-29,603246442.3182578,604272788.7238357
2015-01-30,602355405.9182578,603386912.9738357
2015-02-02,604643912.7182578,605669202.8738358
2015-02-03,603718161.3182578,604703769.6738358
2015-02-04,609448170.0114472,610414426.7170253
2015-02-05,611521661.2079875,612450770.0135655
2015-02-06,608745511.2079875,609808270.0135655
2015-02-09,604956424.0079876,606092208.1135656
2015-02-10,607775729.5364794,608744711.863045
2015-02-11,608178850.6030368,609056421.6094309
2015-02-12,609064048.8685203,610018350.4243864
2015-02-13,609299078.8685201,610151186.2743863
2015-02-24,617706575.2685202,618430011.5743864
2015-02-25,621110082.6685202,621775041.7743864
2015-02-26,616485801.6685202,617034081.0243864
2015-03-02,610959970.4960941,611918179.3200197
2015-03-03,612378677.4030155,613132353.4790545
2015-03-04,612573914.8030155,613248369.5290544
2015-03-05,608859766.8030155,609580506.8790544
2015-03-06,612920314.8030155,613560869.5290544
2015-03-09,607315852.8030155,608051082.6290543
2015-03-10,606956564.0030155,607714083.3790544
2015-03-11,605873570.6030154,606623927.4290544
2015-03-12,612225545.2030154,612875748.2790544
2015-03-13,609463611.2030154,610144709.8790544
2015-03-16,607426495.8030155,608082452.4290544
2015-03-17,611016462.6030154,611533850.1790544
2015-03-18,617984435.8030155,618294737.8290544
2015-03-19,622165604.4030154,622373568.7790544
2015-03-20,620486840.4030155,620795194.5290544
2015-03-23,621190660.146117,621464796.3202324
2015-03-24,622422548.21964,622715370.4348574
2015-03-25,618618894.0196401,618993463.7348574
2015-03-26,618213124.81964,618701728.6348575
2015-03-27,612050833.5130131,612561664.4048399
2015-03-30,615972011.6820656,616408066.0238925
2015-03-31,620950902.0304565,621211389.4222835
2015-04-01,618725875.7424685,619104920.3399144
2015-04-02,622983748.1045189,623246824.0519649
2015-04-07,625197832.1045189,625465162.4519649
2015-04-08,621811237.3045189,622063223.3019649
2015-04-09,625553150.7045189,625850443.4019649
2015-04-10,627538514.7045189,627736217.6519649
2015-04-13,629783105.3045189,629960500.1019648
2015-04-14,630013539.7045189,630239838.5019649
2015-04-15,623303446.5045189,623531536.7019649
2015-04-16,628910795.9045188,629101032.5519649
2015-04-17,624866417.8575572,625050227.9206625
2015-04-20,625733066.0575572,625831494.7206625
2015-04-21,626824530.0575572,626889868.9706625
2015-04-22,629855475.2575572,629913708.1206626
2015-04-23,651790844.0575572,651271021.0706625
2015-04-24,653504057.6575571,652973045.3206625
2015-04-27,659328311.6575571,658982884.0206625
2015-04-28,661559436.2575572,661281504.8706626
2015-04-29,652974567.2575572,652862237.7706625
2015-04-30,647883183.2575573,647867099.3706626
2015-05-04,651130462.2575572,651369072.7706625
2015-05-05,649396143.6575571,649654441.8206625
2015-05-06,650443919.0575571,650483970.9706625
2015-05-07,643255051.6575572,643157898.3206626
2015-05-08,644467024.8575572,644413835.9706625
2015-05-11,643297814.0575572,643301085.2206625
2015-05-12,646114203.8575572,646090517.6706625
2015-05-13,650248228.2575572,650073142.6706625
2015-05-14,637409993.8575572,637527318.1206626
2015-05-15,639072567.6575571,639004659.9206625
2015-05-18,643099273.6973832,643058791.8952138
2015-05-19,645054267.0973831,645038747.8452139
2015-05-20,644101828.5093081,644080138.3571388
2015-05-21,635914799.3093082,635996160.8071388
2015-05-22,637890667.5093081,637991191.7571388
2015-05-25,635187030.8032228,635346852.7510535
2015-05-26,640272033.6032227,640209326.2510535
2015-05-27,642317714.8032228,642280991.1510534
2015-05-28,640212019.6032227,640165552.0010535
2015-05-29,641100745.9397446,640866594.4375753
2015-06-01,637917769.7397447,637851629.1375753
2015-06-02,637477507.1397446,637501288.0875753
2015-06-03,636542469.7397447,636509829.1375753
