fill_id,signal_date,fill_date,code,side,quantity,fill_price,gross,fees_tax,slippage_bp
2026-09-03-2880-BUY,2026-09-03,2026-09-04,2880,BUY,561,43.771875,24556.021875,20.995398703125,5.0
2026-09-03-2886-BUY,2026-09-03,2026-09-04,2886,BUY,421,50.8254,21397.4934,18.294856857,5.0
2026-09-03-2892-BUY,2026-09-03,2026-09-04,2892,BUY,1,36.968475,36.968475,0.031608046125,5.0
2026-09-03-5880-BUY,2026-09-03,2026-09-04,5880,BUY,0,26.71335,0.0,0.0,5.0
2026-09-03-2412-SELL,2026-09-03,2026-09-04,2412,SELL,118,137.931,16275.858000000002,62.743432590000005,5.0
2026-09-03-3045-SELL,2026-09-03,2026-09-04,3045,SELL,138,117.44125,16206.892500000002,62.4775705875,5.0
2026-09-03-4904-SELL,2026-09-03,2026-09-04,4904,SELL,158,102.9485,16265.863,62.704901865,5.0
2026-09-03-0050-SELL,2026-09-03,2026-09-04,0050,SELL,131,107.64615,14101.64565,26.15855268075,5.0
