date,close,adj_close,volume
2025-06-02,175.9,42.79683721427155,21228875.0
2025-06-03,177.15,43.10096482381015,7697062.0
2025-06-04,181.3,44.11066848747829,12228053.0
2025-06-05,181.65,44.1958242181491,10845068.0
2025-06-06,181.95,44.26881484443836,8750467.0
2025-06-09,183.7,44.6945934977924,14115012.0
2025-06-10,188.65,45.898938831565246,31483080.0
2025-06-18,47.57,46.29797540749701,252639825.0
2025-06-19,47.1,45.84054323508744,173652638.0
2025-06-20,47.03,45.772415039196645,84926293.0
2025-06-23,46.64,45.392843662090826,107319197.0
2025-06-24,47.49,46.22011461219326,56021848.0
2025-06-25,48.18,46.89166397168817,79951752.0
2025-06-26,48.24,46.95005956816598,79097206.0
2025-06-27,48.29,46.99872256523083,95810636.0
2025-06-30,48.36,47.06685076112162,60476067.0
