book,kind,mode,cost_multiple,window,cagr,max_drawdown,utility,vol,n_days,n_fills,fees_tax_sum,turnover_per_year,mean_e45_exposure,exact_t1_ok
BLEND_E45_A05,ref_e45,,1,full,0.13365973293663336,-0.21840933817863817,0.024455063847314273,0.12820091869049402,3351,6175,400183.75862767885,2.233277734222544,0.9953398647195717,True
BLEND_E45_A05,ref_e45,,2,heldout_2019_plus,0.1666225186261947,-0.2195895397377089,0.05682774875734026,0.14438830531421548,1856,6158,763092.3348075293,2.225674480040662,0.9953398647195717,True
BLEND_E45_A05,ref_e45,,2,sealed_2023_plus,0.227777228692859,-0.11765085965436062,0.16895179886567868,0.1560277349358653,879,6158,763092.3348075293,2.225674480040662,0.9953398647195717,True
BLEND_E45_A05,ref_e45,,2,full,0.12747059071537215,-0.219589539737709,0.017675820846517643,0.12845945850758175,3351,6158,763092.3348075293,2.225674480040662,0.9953398647195717,True
BLEND_E45_A05,ref_e45,,3,heldout_2019_plus,0.1608044517377505,-0.22125479241404267,0.05017705553072915,0.1447059478955133,1856,6132,1090070.964962673,2.215592797383246,0.9953398647195717,True
BLEND_E45_A05,ref_e45,,3,sealed_2023_plus,0.2201710095388436,-0.12199725724913768,0.15917238091427477,0.1564607940757125,879,6132,1090070.964962673,2.215592797383246,0.9953398647195717,True
BLEND_E45_A05,ref_e45,,3,full,0.12127825872562359,-0.22125479241404278,0.0106508625186022,0.12866666820621284,3351,6132,1090070.964962673,2.215592797383246,0.9953398647195717,True
SLEEVE_FIN_ONLY_A10,ref_e45_sleeve,,0,heldout_2019_plus,0.17554478994959566,-0.21557587762119024,0.06775685113900054,0.1419286618566708,1856,6221,0.0,2.273504523631205,0.9906797294391435,True
SLEEVE_FIN_ONLY_A10,ref_e45_sleeve,,0,sealed_2023_plus,0.23826298955566005,-0.10287691470600402,0.18682453220265804,0.15253593700888357,879,6221,0.0,2.273504523631205,0.9906797294391435,True
SLEEVE_FIN_ONLY_A10,ref_e45_sleeve,,0,full,0.1386359084058857,-0.21557587762119035,0.030847969595290514,0.12657154141525856,3351,6221,0.0,2.273504523631205,0.9906797294391435,True
SLEEVE_FIN_ONLY_A10,ref_e45_sleeve,,1,heldout_2019_plus,0.16950506384767983,-0.21631369757721874,0.061348215059070454,0.1421564301688598,1856,6231,405612.14461244736,2.265940532357012,0.9906797294391435,True
SLEEVE_FIN_ONLY_A10,ref_e45_sleeve,,1,sealed_2023_plus,0.2308759270765437,-0.10668667532308351,0.17753258941500194,0.152890780851977,879,6231,405612.14461244736,2.265940532357012,0.9906797294391435,True
SLEEVE_FIN_ONLY_A10,ref_e45_sleeve,,1,full,0.1322897123616964,-0.21631369757721863,0.024132863573087082,0.12671460833615547,3351,6231,405612.14461244736,2.265940532357012,0.9906797294391435,True
SLEEVE_FIN_ONLY_A10,ref_e45_sleeve,,2,heldout_2019_plus,0.16338992306149502,-0.21731457010859734,0.054732638007196355,0.14237730592799724,1856,6176,772298.401499703,2.2583892035879405,0.9906797294391435,True
SLEEVE_FIN_ONLY_A10,ref_e45_sleeve,,2,sealed_2023_plus,0.22333481257167853,-0.11046840688359183,0.16810060912988262,0.1532450816188118,879,6176,772298.401499703,2.2583892035879405,0.9906797294391435,True
SLEEVE_FIN_ONLY_A10,ref_e45_sleeve,,2,full,0.12586712657279775,-0.21731457010859723,0.017209841518499136,0.1268603581290059,3351,6176,772298.401499703,2.2583892035879405,0.9906797294391435,True
SLEEVE_FIN_ONLY_A10,ref_e45_sleeve,,3,heldout_2019_plus,0.15737435913779563,-0.21848920658458648,0.04812975584550239,0.14262895810933304,1856,6187,1106138.437127895,2.2557920286839734,0.9906797294391435,True
SLEEVE_FIN_ONLY_A10,ref_e45_sleeve,,3,sealed_2023_plus,0.21610422410288366,-0.11411031361615487,0.15904906729480622,0.15360616849830333,879,6187,1106138.437127895,2.2557920286839734,0.9906797294391435,True
SLEEVE_FIN_ONLY_A10,ref_e45_sleeve,,3,full,0.11954547050418252,-0.21848920658458648,0.010300867211889275,0.12703634068177902,3351,6187,1106138.437127895,2.2557920286839734,0.9906797294391435,True
M1_EQW_C75,ref_m1_continuous,EQW_C75,0,heldout_2019_plus,0.11932205887279412,-0.14215129403310622,0.04824641185624101,0.09504456604709649,1856,13730,0.0,4.786912756436542,0.7654125205475719,True
M1_EQW_C75,ref_m1_continuous,EQW_C75,0,sealed_2023_plus,0.1378660451561744,-0.06497501227378,0.1053785390192844,0.09751853005018528,879,13730,0.0,4.786912756436542,0.7654125205475719,True
M1_EQW_C75,ref_m1_continuous,EQW_C75,0,full,0.0996267092908758,-0.1421512940331061,0.028551062274322747,0.08818189624921467,3351,13730,0.0,4.786912756436542,0.7654125205475719,True
M1_EQW_C75,ref_m1_continuous,EQW_C75,1,heldout_2019_plus,0.10469318012805262,-0.1446126192290813,0.03238687051351197,0.09503648115090882,1856,13705,713027.0026916375,4.754136492654337,0.7654125205475719,True
M1_EQW_C75,ref_m1_continuous,EQW_C75,1,sealed_2023_plus,0.11950431657541438,-0.07027362629755673,0.08436750342663601,0.09747816622972517,879,13705,713027.0026916375,4.754136492654337,0.7654125205475719,True
M1_EQW_C75,ref_m1_continuous,EQW_C75,1,full,0.08557230267694305,-0.14461261922908142,0.013265993062402337,0.08817760267318618,3351,13705,713027.0026916375,4.754136492654337,0.7654125205475719,True
M1_EQW_C75,ref_m1_continuous,EQW_C75,2,heldout_2019_plus,0.09019161917621044,-0.14709102831282084,0.016646105019800017,0.0950474018027858,1856,13677,1291494.80341194,4.7227955812004145,0.7654125205475719,True
M1_EQW_C75,ref_m1_continuous,EQW_C75,2,sealed_2023_plus,0.10141152846784296,-0.08087148967101931,0.0609757836323333,0.0974726486389496,879,13677,1291494.80341194,4.7227955812004145,0.7654125205475719,True
M1_EQW_C75,ref_m1_continuous,EQW_C75,2,full,0.07166621801149575,-0.14709102831282084,-0.0018792961449146661,0.08818945635504995,3351,13677,1291494.80341194,4.7227955812004145,0.7654125205475719,True
M1_EQW_C75,ref_m1_continuous,EQW_C75,3,heldout_2019_plus,0.07590461557363493,-0.14954534756249915,0.0011319417923853492,0.09508412607426088,1856,13681,1761147.878053807,4.699683463628027,0.7654125205475719,True
M1_EQW_C75,ref_m1_continuous,EQW_C75,3,sealed_2023_plus,0.08350989770392436,-0.09140036442409927,0.03780971549187473,0.09749819502523947,879,13681,1761147.878053807,4.699683463628027,0.7654125205475719,True
M1_EQW_C75,ref_m1_continuous,EQW_C75,3,full,0.057931640181228206,-0.14954534756249904,-0.016841033600021316,0.08822661090436165,3351,13681,1761147.878053807,4.699683463628027,0.7654125205475719,True
M2_RELOC_TEL_C50,ref_m2_continuous,RELOC_TEL_C50,0,heldout_2019_plus,0.17160733277193607,-0.2071035622434192,0.06805555165022648,0.13842334751988433,1856,11083,0.0,4.028515734842267,1.0,True
M2_RELOC_TEL_C50,ref_m2_continuous,RELOC_TEL_C50,0,sealed_2023_plus,0.23519240174677236,-0.12190565043030177,0.17423957653162148,0.1506153465047716,879,11083,0.0,4.028515734842267,1.0,True
M2_RELOC_TEL_C50,ref_m2_continuous,RELOC_TEL_C50,0,full,0.13722529563385555,-0.2071035622434193,0.0336735145121459,0.12380208721473476,3351,11083,0.0,4.028515734842267,1.0,True
M2_RELOC_TEL_C50,ref_m2_continuous,RELOC_TEL_C50,1,heldout_2019_plus,0.15939898946891762,-0.2093649020442726,0.054716538446781315,0.13850298288871865,1856,11001,710081.5112758118,3.9875254576618993,1.0,True
M2_RELOC_TEL_C50,ref_m2_continuous,RELOC_TEL_C50,1,sealed_2023_plus,0.22012547875221,-0.12483163230948124,0.15770966259746938,0.1506853792175444,879,11001,710081.5112758118,3.9875254576618993,1.0,True
M2_RELOC_TEL_C50,ref_m2_continuous,RELOC_TEL_C50,1,full,0.12499748121515175,-0.2093649020442726,0.02031503019301545,0.12385316717823439,3351,11001,710081.5112758118,3.9875254576618993,1.0,True
M2_RELOC_TEL_C50,ref_m2_continuous,RELOC_TEL_C50,2,heldout_2019_plus,0.1476206338428092,-0.21206491122683457,0.041588178229391926,0.1386236270079302,1856,10946,1291870.122479415,3.9476442863537797,1.0,True
M2_RELOC_TEL_C50,ref_m2_continuous,RELOC_TEL_C50,2,sealed_2023_plus,0.2056813728403497,-0.12817179120345468,0.14159547723862237,0.15080714678650997,879,10946,1291870.122479415,3.9476442863537797,1.0,True
M2_RELOC_TEL_C50,ref_m2_continuous,RELOC_TEL_C50,2,full,0.11312357057452371,-0.21206491122683446,0.007091114961106482,0.12394899253258256,3351,10946,1291870.122479415,3.9476442863537797,1.0,True
M2_RELOC_TEL_C50,ref_m2_continuous,RELOC_TEL_C50,3,heldout_2019_plus,0.1358330841579709,-0.2159313504450424,0.0278674089354497,0.13877698403584926,1856,10900,1766468.0481228519,3.915695614826405,1.0,True
M2_RELOC_TEL_C50,ref_m2_continuous,RELOC_TEL_C50,3,sealed_2023_plus,0.1911416033791411,-0.13137761013841498,0.1254527983099336,0.15091321968690294,879,10900,1766468.0481228519,3.915695614826405,1.0,True
M2_RELOC_TEL_C50,ref_m2_continuous,RELOC_TEL_C50,3,full,0.10122730101148414,-0.21593135044504252,-0.006738374211037124,0.12405559768734345,3351,10900,1766468.0481228519,3.915695614826405,1.0,True
M3_STATE_V0,m3_state,STATE_V0,0,heldout_2019_plus,0.16602521807649273,-0.22565605341848793,0.053197191367248764,0.13733305814744637,1856,6791,0.0,3.696457738238559,1.0,True
M3_STATE_V0,m3_state,STATE_V0,0,sealed_2023_plus,0.2556762694663439,-0.10856478504640854,0.20139387694313965,0.14754457673963545,879,6791,0.0,3.696457738238559,1.0,True
M3_STATE_V0,m3_state,STATE_V0,0,full,0.13658068526216494,-0.22565605341848782,0.023752658552921024,0.12405391342607726,3351,6791,0.0,3.696457738238559,1.0,True
M3_STATE_V0,m3_state,STATE_V0,1,heldout_2019_plus,0.15491166353161057,-0.22833522669773287,0.04074405018274413,0.1376665643364688,1856,6799,662604.2461718186,3.674905822010429,1.0,True
M3_STATE_V0,m3_state,STATE_V0,1,sealed_2023_plus,0.24316354795304584,-0.11243174529,0.18694767530804585,0.14784447041381982,879,6799,662604.2461718186,3.674905822010429,1.0,True
M3_STATE_V0,m3_state,STATE_V0,1,full,0.12579708938800938,-0.22833522669773276,0.011629476039142994,0.12425433183422051,3351,6799,662604.2461718186,3.674905822010429,1.0,True
M3_STATE_V0,m3_state,STATE_V0,2,heldout_2019_plus,0.14353430604745676,-0.2311180269400981,0.027975292577407718,0.13804519368122584,1856,6815,1225312.0959053987,3.6583753573638345,1.0,True
M3_STATE_V0,m3_state,STATE_V0,2,sealed_2023_plus,0.2304902970921887,-0.11689179531640093,0.17204439943398825,0.1482702709379895,879,6815,1225312.0959053987,3.6583753573638345,1.0,True
M3_STATE_V0,m3_state,STATE_V0,2,full,0.11499765679107243,-0.23111802694009798,-0.0005613566789765545,0.12448666540014858,3351,6815,1225312.0959053987,3.6583753573638345,1.0,True
M3_STATE_V0,m3_state,STATE_V0,3,heldout_2019_plus,0.13251520917657755,-0.233250289189876,0.01589006458163955,0.13852884450119535,1856,6788,1699018.6778589704,3.6384286134195856,1.0,True
M3_STATE_V0,m3_state,STATE_V0,3,sealed_2023_plus,0.21808444672877125,-0.12119824588922756,0.15748532378415747,0.14881938139299908,879,6788,1699018.6778589704,3.6384286134195856,1.0,True
M3_STATE_V0,m3_state,STATE_V0,3,full,0.10431000162520743,-0.233250289189876,-0.012315142969730575,0.12482324905706565,3351,6788,1699018.6778589704,3.6384286134195856,1.0,True
